Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 108,0.235955056,0,0.351720718,0,0.5,1,0,0.5,0.5,0.5,0,0,0.5,1,0,0.666666667,0.516853933,0.784313725,0.555555556,0.306122449,0.052631579,0,0.310410809,0.304703476,0,0,0,1,1,0,10,-10,8
Scene 109,0.179775281,0,0.573190608,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.411764706,0.393258427,0.078431373,0.131313131,0.632653061,0.526315789,0,0.922813946,0.779141104,0,0,0,1,1,0,10,-10,10
Scene 110,0.415730337,1,0.060362352,0.5,0.5,0.5,1,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.31372549,0.359550562,0.745098039,0.111111111,0,0.578947368,1,0.544669442,0.799591002,1,0,1,0,0,1,10,-10,10
Scene 111,0.460674157,1,0.655458716,0,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0,0.5,1,0.901960784,0.123595506,0.568627451,0.383838384,0.734693878,0.736842105,1,0.363770694,0.202453988,0,0,0,1,0,0,-2,-10,8
Scene 112,0.224719101,0,0.745087221,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.784313725,0.02247191,0.333333333,0.767676768,0.346938776,0.421052632,0,0.46786313,0.597137014,0,0,0,0,0,1,10,10,10
Scene 113,0.876404494,1,0.488691702,0,0.5,0.5,1,0,0.5,0.5,1,0,0.5,0.5,0,0.392156863,0.786516854,0.431372549,0.646464646,0.857142857,0.842105263,1,0.791376377,0.392638037,0,0,0,1,0,0,-2,-10,8
Scene 114,0.752808989,1,0.62384767,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,1,0.058823529,0.056179775,0.333333333,0.95959596,0.224489796,0.473684211,1,0.58862383,0.18404908,0,0,1,0,1,1,10,10,10
Scene 115,0.483146067,1,0.174955061,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.117647059,0.202247191,0.666666667,0.404040404,0.12244898,0.526315789,1,0.764304343,0.396728016,0,0,0,0,0,0,10,-10,10
Scene 116,0.865168539,1,0.237377969,0.5,0.5,1,1,0.5,0.5,0,0,0.5,0.5,0.5,1,0.62745098,0.876404494,0.31372549,0.626262626,0.857142857,0.210526316,1,0.399573883,0.764826176,0,0,0,1,0,0,10,-10,8
Scene 117,0.168539326,0,0.586490509,1,0.5,1,0.5,0,1,1,0.5,1,0,0,0.5,0.882352941,0.02247191,0.235294118,0.838383838,0.102040816,0.842105263,0,0.398880679,0.282208589,0,0,1,1,1,1,-2,-2,10
Scene 118,0.404494382,1,0.478825996,0.5,0,0.5,1,0.5,0.5,1,0.5,0.5,1,0,0,0,1,0.843137255,0.303030303,0.93877551,0.842105263,1,0.671900776,0.490797546,0,0,0,0,1,1,-2,10,10
Scene 119,0.831460674,0,0.803070148,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.784313725,0.382022472,0.37254902,0.050505051,0.326530612,0.105263158,0,0.733929635,0.766871166,0,0,0,0,1,0,-2,-10,10
Scene 120,0.505617978,0,0.084577179,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.980392157,0.617977528,1,0.323232323,0.244897959,0.368421053,0,0.508102858,0.143149284,0,0,0,1,1,1,8,10,10
Scene 121,0.247191011,0,0.741780988,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0,0.5,0.764705882,0.258426966,0.058823529,0.494949495,0.040816327,0.842105263,0,0.16718009,0.300613497,0,0,0,1,1,1,10,10,8
Scene 122,0.382022472,0,0.106209061,0.5,0,0.5,0.5,1,1,1,0.5,1,0,1,1,0.960784314,0.404494382,0.098039216,0.858585859,0.918367347,1,0,0.183705554,0.474437628,0,0,0,1,0,0,10,-10,8
Scene 123,0.606741573,0,0.817842241,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.960784314,0.831460674,0.509803922,0.626262626,0.632653061,0.684210526,0,0.653244496,0.981595092,0,0,1,0,0,1,-2,10,10
Scene 124,0.606741573,0,0.623405077,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,0,0.509803922,0.146067416,0.176470588,0.424242424,0.489795918,0.578947368,0,0.258458198,0.343558282,0,0,1,1,1,0,10,-10,10
Scene 125,0.943820225,0,0.518359958,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.191011236,0.176470588,0.616161616,0.367346939,0.789473684,0,0.614731325,0.038854806,0,0,0,1,1,0,10,-10,10
Scene 126,0.292134831,1,0.689889826,0.5,0.5,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,0,0.294117647,0.235955056,0.392156863,0.626262626,0.326530612,0.894736842,1,0.115812154,0.848670757,0,0,0,0,0,0,8,-10,10
Scene 127,0.595505618,0,0.142713999,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.352941176,0.224719101,0.019607843,0.707070707,0.673469388,0.263157895,0,0.068623648,0.159509202,0,0,1,0,0,1,-2,10,10
Scene 128,0.415730337,1,0.509236094,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.725490196,0.91011236,0.901960784,0.080808081,0.428571429,0.263157895,1,0.234165929,0.918200409,0,0,0,0,1,1,10,10,10
Scene 129,0.943820225,1,0.765283014,0.5,1,0.5,1,0.5,1,1,0,0.5,0,0,0,0.078431373,0.775280899,0.529411765,0.717171717,0.87755102,0.315789474,1,0.621696316,1,0,0,1,0,0,0,-2,-10,10
Scene 130,0.775280899,1,0.279292416,1,0.5,0.5,0,0.5,0.5,0.5,0,1,0.5,0.5,0,0.803921569,0.078651685,0.019607843,0.181818182,0.87755102,0,1,0.901038703,0.390593047,0,0,0,1,1,0,-2,-10,10
Scene 131,0.056179775,0,0.144535246,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.823529412,0.471910112,1,0.797979798,0.306122449,0.157894737,0,0.976246946,0.580777096,0,0,0,0,0,0,10,-10,10
Scene 132,0.303370787,0,0.893457762,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,0,1,0.5,0.392156863,0.337078652,0.862745098,0.898989899,0.346938776,0.789473684,0,0.678222956,0.72801636,0,0,1,0,1,0,-2,-10,10
Scene 133,0.97752809,1,0.168324182,0,0.5,0,0.5,0.5,0.5,1,0,0.5,1,0,0.5,0.137254902,0.191011236,0.450980392,0.808080808,0.918367347,0.105263158,1,0.885348845,0.918200409,0,0,1,0,1,1,10,-10,10
Scene 134,0.640449438,0,0.317853665,1,0.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0.5,1,0.019607843,0.887640449,0.862745098,0.535353535,0.020408163,0.947368421,0,0.866688094,0.791411043,0,0,1,0,1,0,-2,-10,-2
Scene 135,0.876404494,1,0.148954728,0,1,0.5,1,1,0.5,0.5,0.5,0,1,0.5,1,0.176470588,0.988764045,0.254901961,0.383838384,0.897959184,1,1,0.799159777,0.110429448,0,0,1,0,0,1,-2,10,-2
Scene 136,0.348314607,1,0.397440375,0.5,0.5,0,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.254901961,0.426966292,0.784313725,0.212121212,0.163265306,0.105263158,1,0.9360157,0.519427403,0,0,0,0,1,1,-2,10,10
Scene 137,0.93258427,1,0.595507696,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.62745098,0.674157303,0.254901961,0.272727273,0.346938776,0.105263158,1,0.448876579,0.321063395,0,0,1,1,1,0,8,-10,10
Scene 138,0.168539326,0,0.241428649,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0.882352941,0.629213483,0.803921569,0.323232323,0.081632653,0.631578947,0,0.36894313,0.333333333,0,0,0,0,0,0,10,-10,10
Scene 139,0.808988764,0,0.301173316,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.137254902,0.04494382,0.901960784,0.555555556,0.714285714,0.421052632,0,0.797347968,0.17791411,0,0,0,1,1,0,8,-10,10
Scene 140,0.303370787,0,0.297994166,0.5,0.5,1,0,0.5,0.5,0,1,0.5,0.5,1,0,0.862745098,0,0.156862745,0.404040404,0.346938776,0.263157895,0,0.927379294,0.760736196,0,0,0,0,0,0,10,-10,10
Scene 141,0.460674157,1,0.277391758,1,0.5,0,0.5,0.5,0.5,1,0,1,0.5,0.5,0,0.235294118,0.730337079,0.784313725,0.767676768,0.469387755,0.789473684,1,0.901871837,0.09202454,0,0,1,1,1,1,10,-10,10
Scene 142,0.516853933,0,0.6894618,0,0,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,1,0.705882353,0.662921348,0.921568627,0.212121212,0.836734694,0.736842105,0,0.197660537,0.627811861,0,0,1,1,0,1,-2,-10,8
Scene 143,0.213483146,1,0.111870366,0.5,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0,0.803921569,0.483146067,0.274509804,0.161616162,0.897959184,0.368421053,1,0.516868078,0.750511247,0,0,1,0,0,0,10,-10,10
Scene 144,0.404494382,1,0.809272168,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,0,0.156862745,0.415730337,0,0.111111111,0.632653061,0.315789474,1,0.578991408,0.629856851,0,0,0,1,0,0,10,-10,8
Scene 145,0.078651685,0,0.006107838,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.68627451,0.168539326,0.745098039,0.292929293,0.551020408,1,0,0.804156044,0.869120654,0,0,0,1,1,0,10,-10,10
Scene 146,0.393258427,0,0.482031141,0.5,1,1,0,0,1,0.5,0,0.5,0,1,0,0.980392157,0.06741573,0.37254902,0.414141414,0.673469388,0.631578947,0,0.658357367,0.713701431,0,0,0,0,0,1,10,-10,10
Scene 147,0.730337079,1,0.316491383,0.5,1,0.5,0.5,0.5,0.5,0,1,0.5,1,0,1,0,0.921348315,0.862745098,0.292929293,0.020408163,0.105263158,1,0.382033322,0.396728016,0,0,0,0,0,0,10,-10,10
Scene 148,0.561797753,1,0.148659373,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.666666667,0.280898876,0.078431373,0.070707071,0.897959184,0.473684211,1,0.467473103,0.18609407,0,0,0,0,0,1,-2,10,10
Scene 149,0.483146067,1,0.265004387,0.5,0.5,0,0,0.5,0.5,1,1,1,0.5,0,0,0.137254902,0.011235955,0.196078431,0.383838384,0.06122449,0.421052632,1,0.217396823,0.828220859,0,0,1,0,1,1,-2,10,10
Scene 150,0.438202247,0,0.015870712,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.707865169,0.392156863,0.282828283,0.142857143,0.263157895,0,0.974957808,0.239263804,0,0,0,1,1,1,10,10,10
Scene 151,0.831460674,0,0.623941978,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.254901961,0.629213483,0.352941176,0.282828283,0.285714286,0.789473684,0,0.482179412,0.355828221,0,0,1,1,0,0,2,-10,8
Scene 152,0.752808989,1,0.09770322,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.450980392,0.988764045,0.568627451,0.858585859,0.163265306,0.210526316,1,0.503390252,0.680981595,0,0,1,0,0,0,-2,-10,10
Scene 153,0.91011236,0,0.207597981,1,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,1,0.647058824,0.685393258,0.431372549,0.595959596,0.93877551,0.684210526,0,0.619411678,0.251533742,0,0,0,0,1,0,-2,-10,-2
Scene 154,0.280898876,1,0.080598658,0.5,0,0,0,0.5,0,1,0.5,0.5,1,0,0,0.607843137,0.382022472,0.156862745,0.777777778,0.408163265,0.684210526,1,0.242834053,0.568507157,0,0,1,1,0,0,10,-10,8
Scene 155,0.303370787,1,0.514651819,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0.5,0,1,0.960784314,0.93258427,0.941176471,0.262626263,0.081632653,0.052631579,1,0.369718495,0.615541922,0,0,1,1,1,1,-2,-10,10
Scene 156,0.460674157,1,0.247972582,1,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,1,0.333333333,0.752808989,0.882352941,0.898989899,0.734693878,0.789473684,1,0.84429461,0.316973415,0,0,0,0,1,0,-2,-10,-2
Scene 157,0.078651685,0,0.983212911,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.254901961,0.393258427,0.843137255,0.434343434,0.387755102,0.736842105,0,0.583154684,0.343558282,0,0,1,0,1,0,2,-10,10
Scene 158,0.426966292,1,0.103404269,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.529411765,0,0.960784314,0.171717172,0.979591837,0.631578947,1,0.802744679,0.744376278,0,0,0,0,1,1,10,10,10
Scene 159,0.359550562,1,0.197128992,0,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,0.5,0,0.470588235,0.719101124,0.647058824,0,0.714285714,1,1,0.871367432,0.237218814,0,0,0,1,1,1,10,10,10
Scene 160,0.550561798,1,0.400047903,0.5,0.5,1,0,0.5,0.5,0.5,1,0.5,1,0,0.5,0.098039216,0.191011236,0.784313725,0.97979798,0.755102041,0.473684211,1,0.672291157,0.280163599,0,0,0,1,0,1,-2,10,8
Scene 161,0.629213483,1,0.166892064,0,1,0.5,0,1,0,0.5,0.5,0,0,0.5,1,0.156862745,0.831460674,0.294117647,0.787878788,0.489795918,0.473684211,1,0.156152934,0.431492843,0,0,1,1,1,0,-2,-10,-2
Scene 162,0.561797753,0,0.569129474,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,1,0.803921569,0.764044944,0.235294118,0.909090909,0.489795918,1,0,0.293384794,0.672801636,0,0,0,0,0,1,2,10,10
Scene 163,0.303370787,1,0.76704849,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.862745098,0.752808989,0.941176471,0.96969697,0.06122449,0.631578947,1,0.571199711,0.807770961,0,0,1,0,0,1,10,10,-2
Scene 164,1,1,0.888780676,1,0,0.5,0,1,1,0.5,0.5,0,1,1,1,0.039215686,0.033707865,0.352941176,0.474747475,0.224489796,0.315789474,1,0.266224977,0.102249489,0,0,0,0,1,0,-2,-10,-2
Scene 165,0.213483146,1,0.334454901,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.509803922,0.516853933,0.725490196,0.616161616,0.795918367,0.684210526,1,0.100900093,0.210633947,0,0,0,0,1,0,10,-10,10
Scene 166,0.629213483,0,0.936037323,0.5,0,0,0,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.117647059,0.011235955,0.960784314,0.262626263,0.857142857,0.263157895,0,0.87231459,0.971370143,0,0,0,0,0,1,10,-10,10
Scene 167,0.595505618,1,0.736936698,0,0.5,0.5,0,1,0.5,0.5,0,0,0.5,0.5,0,0.823529412,0.629213483,0.921568627,0.717171717,0.510204082,0.263157895,1,0.309619628,0.304703476,0,0,1,0,0,1,-2,-10,10
Scene 168,0.595505618,1,0.225643972,0,0.5,1,0,0,0.5,0.5,1,1,0.5,0,0,0.254901961,0.876404494,0.294117647,0.848484848,0.102040816,0,1,0.900550561,0.809815951,0,0,0,0,1,1,10,-2,10
Scene 169,0.06741573,1,0.584301151,0.5,0.5,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.764705882,0.06741573,0.450980392,0.96969697,0.102040816,0.473684211,1,0.250683192,0.578732106,0,0,1,1,0,1,10,-10,8
Scene 170,0.078651685,0,0.050497517,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.078431373,0.820224719,0.62745098,0.727272727,0.102040816,0.578947368,0,0.614382768,0.791411043,0,0,1,1,1,1,10,-10,10
Scene 171,0.988764045,1,0.113446488,0.5,1,0.5,0.5,0.5,1,1,1,0.5,0.5,1,0,0.470588235,0.06741573,0.411764706,0.595959596,0.265306122,0.157894737,1,0.285914494,0.006134969,0,0,1,1,0,1,-2,10,8
Scene 172,0.516853933,1,0.189541317,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,0.68627451,0.707865169,0.588235294,0.939393939,0.632653061,0.578947368,1,0.358028842,0.985685072,0,0,1,1,0,1,-2,10,8
Scene 173,0.359550562,1,0.474912226,0.5,0.5,1,0.5,1,0.5,1,0,1,0.5,0.5,0.5,0.117647059,0.404494382,0.352941176,0.656565657,0.897959184,0.315789474,1,0.813152726,0.752556237,0,0,1,0,0,0,-2,-10,10
Scene 174,0.887640449,1,0.955885709,0,0.5,1,0.5,1,1,0,0,0,1,0.5,0.5,0.549019608,0.011235955,1,0.838383838,0.12244898,0.210526316,1,0.488721011,0.715746421,0,0,0,0,0,0,-2,-10,10
Scene 175,0.685393258,0,0.382561794,0.5,0.5,0.5,1,0.5,1,0.5,0,0.5,1,1,0,0.490196078,0.494382022,0.137254902,0.424242424,0.489795918,0.157894737,0,0.589916482,0.570552147,0,0,1,0,0,0,10,-10,10
Scene 176,0.573033708,1,0.86135452,1,0,0.5,0,1,0,0.5,0.5,0,1,0.5,0,0.509803922,0.011235955,0.411764706,0.868686869,0.571428571,0.526315789,1,0.574666001,0.942740286,0,0,0,0,1,1,10,10,10
Scene 177,0.91011236,0,0.326479902,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.901960784,0.056179775,0.843137255,0.636363636,0,0.263157895,0,0.542629515,0.525562372,1,0,1,1,0,0,-2,-10,8
Scene 178,0.865168539,1,0.377372168,0,0.5,0,1,0,0,1,0,0.5,1,1,0.5,0.156862745,0.235955056,0.68627451,0.545454545,0.979591837,0.894736842,1,0.995268394,0.222903885,0,0,1,1,1,0,-2,-10,10
Scene 179,0.730337079,0,0.913778251,1,0.5,0.5,0,0.5,0.5,0.5,0,1,0,0.5,0.5,0.921568627,0.056179775,0.215686275,0.383838384,0.346938776,0.894736842,0,0.723314243,0.413087935,0,0,1,1,1,1,10,-10,10
Scene 180,0.157303371,1,0.426311128,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5,0,0,1,0.823529412,0.06741573,0.921568627,0.404040404,0.183673469,0.842105263,1,0.901395377,0.99795501,0,0,0,1,0,0,8,-10,8
Scene 181,0.224719101,0,0.242793662,0,0.5,0,0.5,1,0,0.5,0.5,1,0,0,0.5,0.980392157,0.775280899,0.176470588,0.434343434,0.571428571,0.894736842,0,0.764098143,0.81595092,0,0,0,1,0,1,10,10,8
Scene 182,0.213483146,0,0.769340443,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.764705882,0.921348315,0.352941176,0.02020202,0.040816327,1,0,0.9575775,0.45194274,0,0,1,1,1,1,10,-10,10
Scene 183,0.674157303,1,0.573319324,1,0.5,0.5,0,0,1,0.5,0,0,0,0.5,0.5,0.607843137,0.921348315,0.568627451,0.313131313,0.571428571,0.157894737,1,0.054119399,0.948875256,0,0,0,0,0,0,-2,-10,-2
Scene 184,0.314606742,1,0.905530532,0,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.5,1,0.588235294,0.370786517,0.058823529,0.707070707,0.428571429,0.736842105,1,0.464071632,0.464212679,0,0,0,1,1,1,-2,-10,-2
Scene 185,0.808988764,1,0.133739116,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.509803922,0.595505618,0.235294118,0.393939394,0.979591837,0.421052632,1,0.271451738,0.482617587,0,0,1,1,1,0,8,-10,10
Scene 186,0.112359551,1,0.54910051,0.5,1,0.5,0,0.5,0.5,0.5,0,1,1,0.5,1,0.941176471,0.97752809,0.68627451,0.212121212,0.428571429,1,1,0.336951506,0.946830266,0,0,1,1,1,1,10,-10,10
Scene 187,0.404494382,0,0.980546175,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0,0.5,0.078431373,0.853932584,0.431372549,0.575757576,0.285714286,0.894736842,0,0.421477291,0.971370143,0,0,0,0,1,1,10,10,10
Scene 188,0,0,0.739610404,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.470588235,0.966292135,0.803921569,0.757575758,0.734693878,0.578947368,0,0.284563573,0.402862986,0,0,0,0,1,1,10,10,10
Scene 189,0.528089888,0,0.52974162,0.5,0.5,0,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,0.666666667,0.146067416,0.647058824,0.323232323,0.87755102,0.947368421,0,0.634549609,0.658486708,0,0,0,1,1,0,10,-10,10
Scene 190,0.033707865,0,0.806368156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.352941176,0.606741573,0.039215686,0.212121212,0.591836735,0,0,0.567705012,0.897750511,0,0,0,1,1,0,2,-10,10
Scene 191,0.595505618,1,0.775504916,0.5,0.5,1,1,0.5,0.5,1,0,0.5,0.5,1,1,0.274509804,0.93258427,0.549019608,0.202020202,0.714285714,0.157894737,1,0.048202148,0.732106339,0,0,0,0,0,0,-2,-10,10
Scene 192,0.280898876,0,0.519985416,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,0.176470588,0.011235955,0.098039216,0.171717172,0.795918367,0.842105263,0,0.566605555,0.167689162,0,0,0,0,1,0,10,-10,10
Scene 193,0.797752809,1,0.157501947,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.098039216,0.134831461,0.078431373,0.505050505,0.673469388,0.789473684,1,0.373124359,0,0,0,1,0,0,0,10,-10,10
Scene 194,0.831460674,1,0.5738372,1,1,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.333333333,0.573033708,0.019607843,0.515151515,0.265306122,0.631578947,1,0.782441662,0.464212679,0,0,1,1,1,0,-2,-10,10
Scene 195,0.966292135,0,0.372277354,1,0.5,0,0.5,0,0.5,0,1,0,0.5,0,1,0.823529412,0.382022472,0.960784314,0.929292929,0.224489796,0.526315789,0,0.26735509,0.642126789,0,0,1,1,1,0,-2,-10,10
Scene 196,0.595505618,1,0.721700349,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0,0.745098039,0.056179775,0.137254902,0,0.795918367,0.736842105,1,0.887243438,0.744376278,0,0,1,0,1,0,10,-10,10
Scene 197,0.97752809,1,0.344592605,0.5,0,1,0.5,0.5,1,0,0,0.5,0.5,0,1,0.31372549,0.685393258,0.980392157,0.676767677,0.734693878,0.105263158,1,0.231295251,0.155419223,0,0,1,0,0,1,10,-10,10
Scene 198,0.483146067,1,0.131144727,0.5,1,0.5,0.5,1,0.5,1,1,0,1,1,0,0.470588235,0.483146067,0.490196078,0.818181818,0.387755102,0.368421053,1,0.838889237,0.200408998,0,0,1,1,0,0,-2,-10,8
Scene 199,0.786516854,0,0.738507593,0.5,0,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.786516854,0.68627451,0.808080808,0.285714286,0,0,0.36921673,0.928425358,0,0,1,1,0,0,10,-10,8
Scene 200,0.95505618,0,0.157245583,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.450980392,0.011235955,0.196078431,0.393939394,0.285714286,0.263157895,0,0.46924043,0.936605317,0,0,0,0,1,0,-2,-10,10
Scene 201,0.280898876,1,0.634704988,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,1,0.019607843,0.820224719,0.823529412,0.272727273,0.244897959,1,1,0.75341424,0.501022495,0,0,0,1,1,0,10,-10,10
Scene 202,0.101123596,1,0.97517459,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.137254902,0.640449438,0.745098039,0.060606061,0.428571429,0.315789474,1,0.703886216,0.45194274,0,0,0,1,1,1,-2,10,10
Scene 203,0.247191011,1,0.064085569,0,0.5,1,0,0,0.5,0,0.5,0,0.5,0.5,1,0.215686275,0.808988764,0.352941176,0.676767677,0.244897959,0.421052632,1,0.872504566,0.024539877,0,0,0,0,0,0,10,-10,-2
Scene 204,0.471910112,1,0.104566791,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.37254902,0.08988764,0.078431373,0.212121212,0.163265306,0.578947368,1,0.392840498,0.006134969,0,0,1,0,0,1,8,10,10
Scene 205,0.943820225,0,0.037653552,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.960784314,0.460674157,0.960784314,0.898989899,0.714285714,0.473684211,0,0.420145305,0.748466258,0,0,1,1,1,0,-2,-10,10
Scene 206,0.898876404,1,0.321315958,0.5,1,0.5,1,0.5,1,0.5,0,0.5,0.5,0.5,0,0.529411765,0.213483146,0.392156863,0.939393939,0.469387755,0.052631579,1,0.38840308,0.650306748,0,0,1,0,0,0,-2,-10,10
Scene 207,0.550561798,1,0.557047034,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.274509804,0.033707865,0.823529412,0.767676768,0.714285714,0.894736842,1,0.087927292,0.490797546,0,0,0,0,0,0,-2,-10,10
Scene 208,0.101123596,1,0.89068416,0,0,0.5,1,1,1,0.5,1,1,0,0.5,0.5,0.705882353,0.584269663,0.156862745,1,0.673469388,0.947368421,1,0.57404887,0.683026585,0,0,1,1,0,1,-2,10,8
Scene 209,0.415730337,1,0.106530567,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.196078431,0.674157303,0.862745098,0.151515152,0.12244898,0.578947368,1,0.682983221,0.462167689,0,0,1,1,0,0,10,-10,8
Scene 210,0.011235955,0,0.864189403,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.784313725,0.483146067,0.411764706,0.01010101,0.306122449,0,0,0.361901902,0.198364008,0,0,1,0,0,0,-2,-10,10
Scene 211,0.707865169,0,0.369178604,0,0.5,0.5,1,1,0,0.5,0,0,0,0.5,0.5,0.980392157,0.550561798,0.647058824,0.050505051,0.387755102,1,0,0.127527353,0.523517382,0,0,1,0,0,1,10,-10,-2
Scene 212,0.95505618,1,0.035204188,0,0,0.5,0,0.5,0.5,0.5,0,1,0,0.5,0,0.568627451,0.269662921,0.666666667,0.141414141,0.102040816,0.421052632,1,0.861320443,0.983640082,0,0,1,1,1,1,-2,-10,10
Scene 213,0.921348315,1,0.360598893,1,0,1,0.5,0,0.5,0.5,1,1,0.5,1,1,0.666666667,0.213483146,0.62745098,0.444444444,0.816326531,0.631578947,1,0.72831986,0.149284254,0,0,1,1,1,0,-2,-10,10
Scene 214,0.471910112,0,0.458528456,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.039215686,0.516853933,0,0.212121212,0.387755102,0.157894737,0,0.471703991,0.040899796,0,0,0,1,0,0,-2,-10,8
Scene 215,0.741573034,1,0.481667786,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.274509804,0.775280899,0.078431373,0.848484848,0.775510204,0.894736842,1,0.702298926,0.325153374,0,0,1,1,1,0,8,-10,10
Scene 216,0.584269663,1,0.886575118,0.5,0.5,0,0.5,0.5,0,0,1,0.5,0,0.5,1,0.68627451,0.516853933,1,0.606060606,0.959183673,0.947368421,1,0.794914526,0.715746421,0,0,0,1,1,1,10,10,10
