Scene no.,oil_spill_size,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,sufficient_mixing_energy,seasurface,seawater,Rtime_ss,Rtime_sw,E_ssC,E_slC,E_swC,E_sbC,soot_pollution,residue_recovery,displacement,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,oil_amount_to_recover.1,displacement.1,retaining_capacity,shoreline_length,distance_to_inhabitation,mcr_DT_output,cdu_DT_output,isb_DT_output
Scene 110,MEDIUM,47,1,0.215077072,0,0,0,1,yes,Large,Small,Short,Short,0,0,1,-1,NO soot pollution,yes,no,0,0,0,0,-34,42,-12,11,0,13,0.215077072,no,1,3.179057232,401,OK ,Not recommended ,OK 
Scene 111,MEDIUM,51,1,1.344925165,-1,0,0,0,no,Large,Large,Short,Short,1,0,0,1,YES soot pollution,no,no,0,-1,0,1,-4,21,-21,38,36,16,1.344925165,no,1,2.455744179,109,Unknown,Not recommended ,Consider 
Scene 112,MEDIUM,30,0,1.515093565,0,1,0,0,yes,Large,Large,Short,Short,0,1,0,0,NO soot pollution,no,no,0,-1,0,0,-10,12,-33,76,17,10,1.515093565,no,0,2.87195169,302,OK ,OK ,OK 
Scene 113,MEDIUM,88,1,1.028301835,-1,0,0,1,no,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,no,no,-1,0,0,-1,-30,80,-28,64,42,18,1.028301835,no,1,4.165500472,202,Unknown,Not recommended ,Consider 
Scene 114,LARGE,77,1,1.284908533,-1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,yes,yes,1,0,0,1,-47,15,-33,95,11,11,1.284908533,yes,1,3.354806282,100,OK ,OK ,OK 
Scene 115,LARGE,53,1,0.43264243,-1,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,1,0,0,0,-44,28,-16,40,6,12,0.43264243,no,1,4.057254528,204,OK ,Not recommended ,OK 
Scene 116,LARGE,87,1,0.551158369,0,0,1,1,no,Large,Large,Short,Short,0,0,-1,-1,YES soot pollution,no,no,0,0,0,1,-18,88,-34,62,42,6,0.551158369,no,1,2.598901133,384,OK ,Not recommended ,Consider 
Scene 117,SMALL,25,0,1.213982344,1,0,1,0,yes,Large,Large,Short,Short,-1,1,1,0,YES soot pollution,yes,yes,1,-1,-1,0,-5,12,-38,83,5,18,1.213982344,yes,0,2.596129398,148,Unknown,Unknown,OK 
Scene 118,SMALL,46,1,1.009570837,0,-1,0,1,yes,Large,Large,Short,Short,0,0,1,0,NO soot pollution,no,yes,0,1,-1,-1,-50,99,-7,30,46,18,1.009570837,yes,1,3.687784275,250,Unknown,OK ,OK 
Scene 119,MEDIUM,84,0,1.625179768,0,-1,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,1,0,0,-10,44,-31,5,16,4,1.625179768,yes,0,3.935803038,385,Unknown,Not recommended ,OK 
Scene 120,SMALL,55,0,0.261051267,0,0,0,0,yes,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,no,yes,0,1,0,0,0,65,1,32,12,9,0.261051267,yes,0,3.032847886,80,Consider ,OK ,OK 
Scene 121,LARGE,32,0,1.508816361,0,0,1,0,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,yes,-1,0,-1,0,-11,33,-47,49,2,18,1.508816361,yes,0,1.669688155,157,OK ,OK ,Consider 
Scene 122,MEDIUM,44,0,0.30212149,0,-1,0,0,no,Large,Large,Short,Short,1,1,1,0,YES soot pollution,no,no,1,-1,1,1,-1,46,-45,85,45,21,0.30212149,no,0,1.735764256,242,OK ,Not recommended ,Consider 
Scene 123,SMALL,64,0,1.653226018,1,0,0,0,yes,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,-1,0,0,0,-1,84,-24,62,31,15,1.653226018,no,0,3.613188232,490,Unknown,OK ,OK 
Scene 124,LARGE,64,0,1.284068227,0,1,1,0,no,Large,Large,Short,Short,0,0,-1,-1,YES soot pollution,yes,yes,0,1,1,-1,-24,23,-41,42,24,13,1.284068227,yes,0,2.034658327,178,OK ,Not recommended ,OK 
Scene 125,LARGE,94,0,1.084629893,0,0,1,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,0,1,27,-41,61,18,17,1.084629893,yes,0,3.459195572,29,OK ,Not recommended ,OK 
Scene 126,SMALL,36,1,1.410295963,0,0,0,-1,no,Large,Large,Short,Short,0,1,0,1,NO soot pollution,no,no,0,0,0,-1,-35,31,-30,62,16,19,1.410295963,no,1,1.464296469,425,Consider ,Not recommended ,OK 
Scene 127,MEDIUM,63,0,0.371429652,0,1,0,0,yes,Large,Large,Short,Short,0,1,0,0,NO soot pollution,yes,no,0,0,1,0,-32,30,-49,70,33,7,0.371429652,no,0,1.27561599,88,Unknown,OK ,OK 
Scene 128,LARGE,47,1,1.067307353,1,0,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,yes,0,0,0,0,-13,91,-4,8,21,7,1.067307353,yes,1,1.937527111,459,OK ,OK ,OK 
Scene 129,SMALL,94,1,1.553437233,0,1,0,1,no,Large,Large,Short,Short,0,1,1,-1,NO soot pollution,yes,no,0,-1,-1,-1,-46,79,-23,71,43,8,1.553437233,no,1,3.487044679,499,Unknown,Not recommended ,OK 
Scene 130,SMALL,79,1,0.630737007,1,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,yes,1,0,0,-1,-9,17,-49,18,43,2,0.630737007,yes,1,4.603978866,201,Unknown,Not recommended ,OK 
Scene 131,MEDIUM,15,0,0.374887466,0,-1,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,-1,0,0,-8,52,1,79,15,5,0.374887466,no,0,4.904694621,294,OK ,Not recommended ,OK 
Scene 132,SMALL,37,0,1.796789408,0,0,1,-1,no,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,yes,0,-1,1,0,-30,40,-6,89,17,17,1.796789408,yes,0,3.713063141,366,Unknown,Not recommended ,OK 
Scene 133,LARGE,97,1,0.420053065,-1,0,-1,0,yes,Large,Large,Short,Short,0,0,1,-1,NO soot pollution,yes,yes,0,1,-1,0,-43,27,-27,80,45,4,0.420053065,yes,1,4.541243886,459,OK ,Not recommended ,OK 
Scene 134,SMALL,67,0,0.703949273,1,0,0,1,no,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,yes,-1,0,0,1,-49,89,-6,53,1,20,0.703949273,yes,0,4.466629966,397,Unknown,Not recommended ,Unknown
Scene 135,MEDIUM,88,1,0.38327828,-1,1,0,1,yes,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,-1,1,0,1,-41,98,-37,38,44,21,0.38327828,no,1,4.196621943,64,Unknown,OK ,Unknown
Scene 136,SMALL,41,1,0.855052352,0,0,-1,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,yes,0,0,0,0,-37,48,-10,21,8,4,0.855052352,yes,1,4.743832339,264,Unknown,OK ,OK 
Scene 137,SMALL,93,1,1.231102347,0,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,0,1,-18,70,-37,27,17,4,1.231102347,yes,1,2.796035076,167,Consider ,Not recommended ,OK 
Scene 138,MEDIUM,25,0,0.558848977,0,0,0,0,no,Large,Large,Short,Short,-1,-1,0,0,NO soot pollution,no,no,1,-1,0,0,-5,66,-9,32,4,14,0.558848977,no,0,2.47642586,173,OK ,Not recommended ,OK 
Scene 139,SMALL,82,0,0.672280014,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,0,-43,14,-4,55,35,10,0.672280014,yes,0,4.189377528,97,Consider ,Not recommended ,OK 
Scene 140,MEDIUM,37,0,0.66624409,0,0,1,-1,no,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,no,no,0,0,1,-1,-6,10,-42,40,17,7,0.66624409,no,0,4.709300175,382,OK ,Not recommended ,OK 
Scene 141,LARGE,51,1,0.627128422,1,0,-1,0,yes,Large,Large,Short,Short,0,0,1,-1,YES soot pollution,yes,yes,1,0,0,-1,-38,75,-10,76,23,17,0.627128422,yes,1,4.6073101,55,OK ,Not recommended ,OK 
Scene 142,SMALL,56,0,1.409483314,-1,-1,0,0,yes,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,yes,no,0,-1,0,1,-14,69,-3,21,41,16,1.409483314,no,0,1.791562437,317,Unknown,Not recommended ,Consider 
Scene 143,MEDIUM,29,1,0.312870026,0,0,0,1,no,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,yes,no,0,0,0,-1,-9,53,-36,16,44,9,0.312870026,no,1,3.067895107,377,OK ,Not recommended ,OK 
Scene 144,LARGE,46,1,1.636954904,-1,0,0,-1,no,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,no,no,0,1,0,-1,-42,47,-50,11,31,8,1.636954904,no,1,3.316291607,318,OK ,Not recommended ,Consider 
Scene 145,LARGE,17,0,0.112069622,0,0,0,1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,0,-1,-15,25,-12,29,27,21,0.112069622,yes,0,4.216599225,435,OK ,Not recommended ,OK 
Scene 146,LARGE,45,0,1.015656114,0,1,1,-1,yes,Large,Large,Short,Short,-1,1,0,-1,NO soot pollution,no,no,0,-1,1,-1,0,16,-31,41,33,14,1.015656114,no,0,3.633631745,359,OK ,Not recommended ,OK 
Scene 147,LARGE,75,1,0.701362848,0,1,0,0,no,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,no,no,0,1,-1,1,-50,92,-6,29,1,4,0.701362848,no,1,2.528766226,204,OK ,Not recommended ,OK 
Scene 148,MEDIUM,60,1,0.38271752,1,0,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,no,1,0,0,0,-16,35,-46,7,44,11,0.38271752,no,1,2.870392189,101,Unknown,OK ,OK 
Scene 149,MEDIUM,53,1,0.6036098,0,0,-1,-1,yes,Large,Large,Short,Short,0,0,1,1,NO soot pollution,yes,yes,1,0,-1,-1,-43,11,-40,38,3,10,0.6036098,yes,1,1.870476822,415,Unknown,OK ,OK 
Scene 150,LARGE,49,0,0.130605385,1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,yes,1,0,0,0,1,73,-30,28,7,7,0.130605385,yes,0,4.899540081,127,OK ,OK ,OK 
Scene 151,MEDIUM,84,0,1.285087585,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,1,-37,66,-32,28,14,17,1.285087585,no,0,2.929194505,184,Go to next season ,Not recommended ,Consider 
Scene 152,MEDIUM,77,1,0.285972327,0,0,1,-1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,1,1,-27,98,-21,85,8,6,0.285972327,no,1,3.014004808,343,Unknown,Not recommended ,OK 
Scene 153,MEDIUM,91,0,0.494618177,1,0,0,-1,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,yes,-1,0,0,1,-17,71,-28,59,46,15,0.494618177,yes,0,3.47790969,133,Unknown,Not recommended ,Unknown
Scene 154,MEDIUM,35,1,0.25349766,0,-1,-1,-1,no,Large,Large,Short,Short,0,-1,1,0,YES soot pollution,yes,no,0,1,-1,-1,-19,44,-42,77,20,15,0.25349766,no,1,1.972186099,288,OK ,Not recommended ,Consider 
Scene 155,SMALL,37,1,1.077589631,1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,yes,yes,0,0,-1,1,-1,93,-2,26,4,3,1.077589631,yes,1,2.479526113,311,Unknown,Not recommended ,OK 
Scene 156,MEDIUM,51,1,0.571273267,1,-1,0,0,no,Large,Large,Short,Short,-1,-1,0,0,NO soot pollution,no,yes,-1,-1,0,1,-33,77,-5,89,36,17,0.571273267,yes,1,4.37709093,165,Unknown,Not recommended ,Unknown
Scene 157,SMALL,17,0,1.967198253,0,0,0,1,no,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,yes,0,0,0,1,-37,45,-7,43,19,16,1.967198253,yes,0,3.332938221,178,Go to next season ,Not recommended ,OK 
Scene 158,LARGE,48,1,0.296796322,0,0,-1,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-23,10,-1,17,48,14,0.296796322,yes,1,4.210955962,374,OK ,OK ,OK 
Scene 159,MEDIUM,42,1,0.474741787,-1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,1,YES soot pollution,no,yes,0,0,0,-1,-26,74,-17,0,35,21,0.474741787,yes,1,4.485340022,126,OK ,OK ,OK 
Scene 160,SMALL,59,1,0.860002995,0,0,1,-1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,no,0,1,-1,0,-45,27,-10,97,37,11,0.860002995,no,1,3.689345191,147,Unknown,OK ,Consider 
Scene 161,SMALL,66,1,0.41733405,-1,1,0,-1,no,Large,Large,Short,Short,1,-1,0,0,YES soot pollution,yes,yes,-1,-1,0,1,-42,84,-35,78,24,11,0.41733405,yes,1,1.625596717,221,Unknown,Not recommended ,Unknown
Scene 162,MEDIUM,60,0,1.181020737,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,no,0,-1,0,1,-9,78,-38,90,24,21,1.181020737,no,0,2.174310277,339,Go to next season ,OK ,OK 
Scene 163,LARGE,37,1,1.55678916,-1,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,-1,0,0,1,-6,77,-2,96,3,14,1.55678916,no,1,3.285136959,405,OK ,OK ,Unknown
Scene 164,MEDIUM,99,1,1.787909508,1,-1,0,-1,no,Large,Large,Short,Short,1,1,0,0,NO soot pollution,no,yes,-1,1,1,1,-48,13,-32,47,11,8,1.787909508,yes,1,2.065713338,60,Unknown,Not recommended ,Unknown
Scene 165,MEDIUM,29,1,0.735468328,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,1,-24,56,-13,61,39,15,0.735468328,yes,1,1.404671467,113,OK ,Not recommended ,OK 
Scene 166,LARGE,66,0,1.87763083,0,-1,-1,-1,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,0,1,0,0,-44,11,-1,26,42,7,1.87763083,no,0,4.489127178,485,OK ,Not recommended ,OK 
Scene 167,MEDIUM,63,1,1.499619007,-1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,-1,NO soot pollution,yes,no,-1,0,0,-1,-8,66,-3,71,25,7,1.499619007,no,1,2.239224311,159,Unknown,Not recommended ,OK 
Scene 168,LARGE,63,1,0.528880239,-1,0,1,-1,yes,Large,Large,Short,Short,-1,0,0,1,NO soot pollution,no,yes,1,0,-1,-1,-37,88,-35,84,5,2,0.528880239,yes,1,4.602027059,406,OK ,Unknown,OK 
Scene 169,LARGE,16,1,1.209825635,0,0,1,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,0,0,-1,-1,-11,16,-27,96,5,11,1.209825635,no,1,2.003570422,293,OK ,Not recommended ,Consider 
Scene 170,LARGE,17,0,0.196347728,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,0,1,-46,83,-18,72,5,13,0.196347728,yes,0,3.457801888,397,OK ,Not recommended ,OK 
Scene 171,MEDIUM,98,1,0.315862447,0,1,0,0,yes,Large,Large,Short,Short,0,1,1,1,YES soot pollution,yes,no,0,0,1,-1,-26,16,-29,59,13,5,0.315862447,no,1,2.144440721,13,Unknown,OK ,Consider 
Scene 172,SMALL,56,1,0.460335851,0,-1,0,0,yes,Large,Large,Short,Short,0,1,0,1,YES soot pollution,yes,no,0,1,0,0,-15,73,-20,93,31,13,0.460335851,no,1,2.43278572,492,Unknown,OK ,Consider 
Scene 173,SMALL,42,1,1.002140164,0,0,1,0,no,Large,Large,Short,Short,1,0,1,-1,NO soot pollution,yes,no,1,0,0,0,-44,46,-32,65,44,8,1.002140164,no,1,4.252571931,378,Unknown,Not recommended ,OK 
Scene 174,MEDIUM,89,1,1.915314913,-1,0,1,0,no,Large,Large,Short,Short,1,1,-1,-1,NO soot pollution,no,no,-1,1,0,0,-22,11,1,83,6,6,1.915314913,no,1,2.955350708,360,Unknown,Not recommended ,OK 
Scene 175,LARGE,71,0,0.826803923,0,0,0,1,no,Large,Large,Short,Short,0,1,0,-1,NO soot pollution,yes,no,0,1,1,-1,-25,54,-43,42,24,5,0.826803923,no,0,3.359974874,289,OK ,Not recommended ,OK 
Scene 176,LARGE,61,1,1.735838294,1,-1,0,-1,yes,Large,Large,Short,Short,1,-1,0,0,NO soot pollution,no,yes,-1,1,0,-1,-24,11,-29,86,28,12,1.735838294,yes,1,3.29899672,471,OK ,OK ,OK 
Scene 177,SMALL,91,0,0.72032702,0,-1,0,0,no,Large,Small,Short,Short,0,-1,0,0,YES soot pollution,yes,no,0,0,0,0,-4,15,-7,63,0,7,0.72032702,no,0,3.170900705,267,Unknown,Not recommended ,Consider 
Scene 178,MEDIUM,87,1,0.816950917,-1,0,-1,1,no,Large,Large,Short,Short,-1,-1,1,-1,YES soot pollution,yes,yes,0,1,1,0,-42,31,-15,54,48,19,0.816950917,yes,1,4.980750769,119,Unknown,Not recommended ,OK 
Scene 179,LARGE,75,0,1.835369825,1,0,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,1,-1,0,0,-3,15,-39,38,17,19,1.835369825,yes,0,3.893358014,212,OK ,Not recommended ,OK 
Scene 180,SMALL,24,1,0.909866273,0,0,0,-1,no,Large,Large,Short,Short,0,1,0,-1,YES soot pollution,no,no,0,-1,-1,1,-8,16,-3,40,9,18,0.909866273,no,1,4.605405005,498,Consider ,Not recommended ,Consider 
Scene 181,LARGE,30,0,0.561440587,-1,0,-1,0,yes,Large,Large,Short,Short,1,-1,0,0,YES soot pollution,no,no,1,-1,-1,0,0,79,-41,43,28,19,0.561440587,no,0,4.056430049,409,OK ,OK ,Consider 
Scene 182,MEDIUM,29,0,1.561140656,0,0,1,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,-1,-1,-11,92,-32,2,2,21,1.561140656,yes,0,4.830045934,231,OK ,Not recommended ,OK 
Scene 183,SMALL,70,1,1.188975573,1,0,0,-1,no,Large,Large,Short,Short,-1,1,0,-1,NO soot pollution,no,no,-1,-1,0,0,-19,92,-21,31,28,5,1.188975573,no,1,1.217621598,474,Unknown,Not recommended ,Unknown
Scene 184,SMALL,38,1,1.819710732,-1,0,0,1,yes,Large,Large,Short,Short,-1,0,0,-1,YES soot pollution,no,yes,-1,0,0,1,-20,43,-47,70,21,16,1.819710732,yes,1,2.856791608,237,Unknown,Not recommended ,Unknown
Scene 185,MEDIUM,82,1,0.354389966,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,0,-1,-24,63,-38,39,48,10,0.354389966,yes,1,2.086612236,246,Consider ,Not recommended ,OK 
Scene 186,MEDIUM,20,1,1.142993808,0,1,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,1,1,0,1,-2,97,-15,21,21,21,1.142993808,yes,1,2.348509224,473,OK ,Not recommended ,OK 
Scene 187,LARGE,46,0,1.962135196,0,0,0,0,yes,Large,Large,Short,Short,1,0,1,0,NO soot pollution,no,yes,0,0,-1,0,-46,86,-28,57,14,19,1.962135196,yes,0,2.686480627,485,OK ,OK ,OK 
Scene 188,MEDIUM,10,0,1.504695296,0,-1,0,0,yes,Large,Large,Short,Short,0,-1,-1,0,NO soot pollution,no,yes,0,-1,0,0,-26,96,-9,75,36,13,1.504695296,yes,0,2.139039142,207,OK ,OK ,OK 
Scene 189,LARGE,57,0,1.10623908,0,0,-1,0,no,Large,Large,Short,Short,-1,0,1,0,YES soot pollution,no,yes,1,0,0,0,-16,23,-17,32,43,20,1.10623908,yes,0,3.538437822,332,OK ,Not recommended ,OK 
Scene 190,SMALL,13,0,1.631441355,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,0,-32,64,-48,21,29,2,1.631441355,yes,0,3.271163612,449,Go to next season ,Not recommended ,OK 
Scene 191,SMALL,63,1,1.572844505,0,0,1,1,no,Large,Large,Short,Short,0,0,1,-1,NO soot pollution,no,no,0,0,1,1,-36,93,-22,20,35,5,1.572844505,no,1,1.193961817,368,Unknown,Not recommended ,OK 
Scene 192,LARGE,35,0,1.087715983,1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,yes,1,0,1,0,-41,11,-45,17,39,18,1.087715983,yes,0,3.266767496,92,OK ,Not recommended ,OK 
Scene 193,LARGE,81,1,0.399506003,0,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,0,-45,22,-46,50,33,17,0.399506003,no,1,2.493144258,10,OK ,Not recommended ,OK 
Scene 194,MEDIUM,84,1,1.189958811,1,1,0,0,no,Large,Large,Short,Short,-1,0,0,-1,YES soot pollution,yes,yes,-1,0,0,0,-33,61,-49,51,13,14,1.189958811,yes,1,4.129775539,237,Unknown,Not recommended ,OK 
Scene 195,MEDIUM,96,0,0.807277918,1,0,-1,0,no,Large,Large,Short,Short,-1,0,-1,1,YES soot pollution,yes,yes,-1,0,-1,1,-8,44,-1,92,11,12,0.807277918,yes,0,2.070232028,324,Unknown,Not recommended ,OK 
Scene 196,LARGE,63,1,1.470691323,0,0,0,1,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,yes,1,0,0,-1,-12,15,-43,0,39,16,1.470691323,yes,1,4.548819303,374,OK ,Not recommended ,OK 
Scene 197,LARGE,97,1,0.754715741,0,-1,1,0,yes,Large,Large,Short,Short,0,1,-1,-1,NO soot pollution,yes,no,0,0,-1,1,-34,71,0,67,36,4,0.754715741,no,1,1.926048871,86,OK ,Not recommended ,OK 
Scene 198,SMALL,53,1,0.349464267,0,1,0,0,no,Large,Large,Short,Short,1,0,1,1,YES soot pollution,yes,no,-1,1,1,-1,-26,53,-25,81,19,9,0.349464267,no,1,4.355477862,108,Unknown,Not recommended ,Consider 
Scene 199,LARGE,80,0,1.502601504,0,-1,-1,0,no,Large,Large,Short,Short,0,0,1,0,YES soot pollution,yes,no,0,0,0,0,1,80,-15,80,14,2,1.502601504,no,0,2.477519834,464,OK ,Not recommended ,Consider 
Scene 200,MEDIUM,95,0,0.399019271,0,0,1,0,no,Large,Large,Short,Short,0,1,0,0,NO soot pollution,no,yes,0,1,1,0,-27,11,-40,39,14,7,0.399019271,yes,0,2.877458742,468,Unknown,Not recommended ,OK 
Scene 201,LARGE,35,1,1.305522203,0,0,0,-1,no,Large,Large,Short,Short,0,-1,-1,-1,YES soot pollution,no,yes,0,-1,-1,1,-49,83,-8,27,12,21,1.305522203,yes,1,4.01371109,255,OK ,Not recommended ,OK 
Scene 202,SMALL,19,1,1.951936722,0,1,0,1,yes,Large,Large,Short,Short,0,1,0,1,YES soot pollution,no,yes,0,0,0,1,-43,67,-12,6,21,8,1.951936722,yes,1,3.815676186,231,Unknown,OK ,OK 
Scene 203,LARGE,32,1,0.22214596,-1,0,1,-1,no,Large,Large,Short,Short,-1,0,-1,0,NO soot pollution,no,no,-1,0,0,1,-39,82,-32,67,12,10,0.22214596,no,1,4.489886788,22,OK ,Not recommended ,Unknown
Scene 204,SMALL,52,1,0.299003482,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,no,0,0,0,-1,-31,18,-46,21,8,13,0.299003482,no,1,2.571978088,13,Consider ,OK ,OK 
Scene 205,SMALL,94,0,0.171962216,0,1,0,0,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,yes,0,-1,0,0,-1,51,-1,89,35,11,0.171962216,yes,0,2.681154759,376,Unknown,Not recommended ,OK 
Scene 206,MEDIUM,90,1,0.710522771,0,1,0,1,no,Large,Large,Short,Short,0,1,0,-1,NO soot pollution,yes,no,0,0,0,-1,-23,29,-30,93,23,3,0.710522771,no,1,2.55423533,328,Unknown,Not recommended ,OK 
Scene 207,SMALL,59,1,1.158081055,0,0,1,-1,no,Large,Large,Short,Short,0,0,1,0,NO soot pollution,no,no,0,0,-1,1,-36,13,-8,76,35,19,1.158081055,no,1,1.352800482,250,Unknown,Not recommended ,OK 
Scene 208,SMALL,19,1,1.791523457,-1,-1,0,1,yes,Large,Large,Short,Short,1,1,0,1,YES soot pollution,yes,no,1,-1,0,0,-14,62,-42,99,33,20,1.791523457,no,1,3.296529155,344,Unknown,OK ,Consider 
Scene 209,LARGE,47,1,0.302731901,0,-1,0,-1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,no,0,1,0,0,-40,70,-6,15,6,13,0.302731901,no,1,3.732096783,236,OK ,Not recommended ,Consider 
Scene 210,SMALL,11,0,1.741220593,0,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,no,0,0,1,0,-10,53,-29,1,15,2,1.741220593,no,0,2.448271921,107,Unknown,Not recommended ,OK 
Scene 211,LARGE,73,0,0.801394641,-1,0,0,1,yes,Large,Large,Short,Short,1,-1,0,-1,NO soot pollution,yes,no,-1,-1,0,0,0,59,-17,5,19,21,0.801394641,no,0,1.511139006,266,OK ,Not recommended ,Unknown
Scene 212,SMALL,95,1,0.167311862,-1,-1,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,1,-1,0,-1,-21,34,-16,14,5,10,0.167311862,yes,1,4.445167727,491,Unknown,Not recommended ,OK 
Scene 213,MEDIUM,92,1,0.785105228,1,-1,1,0,no,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,yes,yes,1,0,1,1,-16,29,-18,44,40,14,0.785105228,yes,1,3.91337268,83,Unknown,Not recommended ,OK 
Scene 214,MEDIUM,52,0,0.97103399,-1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,no,-1,0,0,0,-48,56,-50,21,19,5,0.97103399,no,0,2.887309149,30,Unknown,Not recommended ,Consider 
Scene 215,MEDIUM,76,1,1.014966249,0,0,0,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,yes,yes,0,0,0,-1,-36,79,-46,84,38,19,1.014966249,yes,1,3.8093295,169,Consider ,Not recommended ,OK 
Scene 216,LARGE,62,1,1.783722043,0,0,-1,0,yes,Large,Large,Short,Short,0,-1,-1,1,YES soot pollution,no,yes,0,-1,0,1,-15,56,1,60,47,20,1.783722043,yes,1,4.179647553,360,OK ,OK ,OK 
Scene 217,LARGE,71,1,1.474928498,1,0,0,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,-1,0,0,-35,63,-18,18,49,5,1.474928498,yes,1,4.888957903,55,OK ,Not recommended ,OK 
Scene 218,LARGE,84,1,1.286968231,1,-1,0,-1,yes,Large,Small,Short,Short,0,1,0,-1,YES soot pollution,yes,yes,-1,1,0,-1,-39,33,-8,92,0,19,1.286968231,yes,1,2.229292172,66,OK ,Not recommended ,OK 
Scene 219,MEDIUM,43,1,1.781679511,0,1,-1,0,yes,Large,Large,Short,Short,-1,1,0,1,NO soot pollution,yes,no,0,-1,1,0,-36,22,-15,74,40,19,1.781679511,no,1,2.288798465,414,OK ,Unknown,OK 
Scene 220,SMALL,73,1,1.351910353,0,0,0,1,no,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,yes,yes,0,1,0,-1,-16,85,-6,91,15,18,1.351910353,yes,1,2.660328595,133,Consider ,Not recommended ,OK 
